20002.00000000,457.00000000,15213.00000000,11243.00000000,17328.00000000,15385.00000000,12990.00000000,13598.00000000,10136.00000000,10010.00000000,15915.00000000,12436.00000000,8627.00000000,15711.00000000,9520.00000000,10367.00000000,12215.00000000,10862.00000000,10256.00000000,8959.00000000,14430.00000000,11063.00000000,18032.00000000,106.00000000,16573.00000000,9393.00000000,7133.00000000,11172.00000000,12472.00000000,15620.00000000,13428.00000000,20004.00000000
16834.00000000,452.00000000,11234.00000000,9018.00000000,13139.00000000,12020.00000000,10575.00000000,10968.00000000,8489.00000000,8454.00000000,12983.00000000,10178.00000000,7387.00000000,11905.00000000,8320.00000000,8512.00000000,10499.00000000,9508.00000000,9208.00000000,8542.00000000,14748.00000000,9998.00000000,12076.00000000,-61.00000000,13484.00000000,8013.00000000,5912.00000000,9197.00000000,9504.00000000,12136.00000000,10613.00000000,19999.00000000
12557.00000000,477.00000000,9329.00000000,7735.00000000,10924.00000000,10209.00000000,9453.00000000,9520.00000000,7905.00000000,7868.00000000,11107.00000000,10025.00000000,7042.00000000,10667.00000000,7934.00000000,8026.00000000,8577.00000000,8416.00000000,7991.00000000,7389.00000000,10627.00000000,8996.00000000,10413.00000000,-8.00000000,12103.00000000,7776.00000000,5959.00000000,8846.00000000,8921.00000000,10870.00000000,9803.00000000,16979.00000000
13109.00000000,522.00000000,9616.00000000,8392.00000000,10718.00000000,10316.00000000,9353.00000000,9893.00000000,7998.00000000,7812.00000000,11261.00000000,9261.00000000,7066.00000000,11103.00000000,7901.00000000,8261.00000000,8911.00000000,9224.00000000,8341.00000000,7501.00000000,10719.00000000,8901.00000000,10600.00000000,-79.00000000,12465.00000000,7914.00000000,6236.00000000,9132.00000000,9325.00000000,19999.00000000,10153.00000000,16909.00000000
9210.00000000,564.00000000,7015.00000000,6301.00000000,7976.00000000,7728.00000000,7469.00000000,7945.00000000,6601.00000000,6407.00000000,8518.00000000,7450.00000000,6072.00000000,8691.00000000,6656.00000000,7005.00000000,7452.00000000,7391.00000000,6938.00000000,6702.00000000,8943.00000000,7427.00000000,8625.00000000,-93.00000000,9376.00000000,6356.00000000,5331.00000000,7152.00000000,7551.00000000,10068.00000000,8294.00000000,11683.00000000
15810.00000000,533.00000000,10947.00000000,9307.00000000,12490.00000000,12230.00000000,11954.00000000,12106.00000000,9352.00000000,8649.00000000,12217.00000000,9853.00000000,7477.00000000,20001.00000000,8832.00000000,8841.00000000,9912.00000000,9436.00000000,8783.00000000,8207.00000000,11687.00000000,9248.00000000,12655.00000000,-129.00000000,12882.00000000,7644.00000000,5873.00000000,9536.00000000,10193.00000000,12468.00000000,10936.00000000,19384.00000000
13006.00000000,589.00000000,9634.00000000,8547.00000000,10977.00000000,11709.00000000,12916.00000000,11884.00000000,9016.00000000,8124.00000000,11046.00000000,9168.00000000,7185.00000000,11237.00000000,8037.00000000,8199.00000000,13653.00000000,8928.00000000,8436.00000000,8128.00000000,11127.00000000,9077.00000000,10938.00000000,-208.00000000,11448.00000000,7417.00000000,5778.00000000,8704.00000000,9423.00000000,11138.00000000,10266.00000000,16561.00000000
11808.00000000,592.00000000,9171.00000000,8107.00000000,10288.00000000,11010.00000000,11185.00000000,10932.00000000,8403.00000000,8011.00000000,10495.00000000,9538.00000000,7109.00000000,10396.00000000,7817.00000000,7915.00000000,8965.00000000,8642.00000000,8262.00000000,7869.00000000,10691.00000000,8894.00000000,10025.00000000,-251.00000000,11072.00000000,7446.00000000,5974.00000000,8916.00000000,9819.00000000,11941.00000000,9970.00000000,14922.00000000
15859.00000000,462.00000000,11582.00000000,9961.00000000,12800.00000000,13076.00000000,12116.00000000,11985.00000000,9427.00000000,9197.00000000,12687.00000000,10778.00000000,7915.00000000,12099.00000000,8615.00000000,8883.00000000,10086.00000000,9713.00000000,9130.00000000,8536.00000000,11985.00000000,9765.00000000,11466.00000000,-277.00000000,13026.00000000,8260.00000000,6384.00000000,10511.00000000,18456.00000000,13068.00000000,11405.00000000,18897.00000000
8545.00000000,323.00000000,8288.00000000,6385.00000000,7961.00000000,8313.00000000,7918.00000000,7803.00000000,6646.00000000,6505.00000000,8252.00000000,7173.00000000,6030.00000000,8287.00000000,6609.00000000,6928.00000000,7461.00000000,7498.00000000,7168.00000000,7192.00000000,8841.00000000,7537.00000000,8291.00000000,-162.00000000,8900.00000000,6255.00000000,5106.00000000,6981.00000000,7261.00000000,8359.00000000,8032.00000000,10986.00000000
12925.00000000,564.00000000,9745.00000000,10182.00000000,10748.00000000,10417.00000000,9518.00000000,9761.00000000,8064.00000000,7856.00000000,10825.00000000,8869.00000000,7071.00000000,10304.00000000,7830.00000000,8192.00000000,9060.00000000,9089.00000000,8510.00000000,8059.00000000,10731.00000000,9010.00000000,10159.00000000,-235.00000000,11329.00000000,7475.00000000,5999.00000000,8444.00000000,9112.00000000,10167.00000000,10080.00000000,15986.00000000
15711.00000000,532.00000000,11749.00000000,10061.00000000,13473.00000000,12658.00000000,11237.00000000,11449.00000000,9340.00000000,8985.00000000,13447.00000000,10524.00000000,7849.00000000,11894.00000000,8636.00000000,9249.00000000,10303.00000000,9965.00000000,9358.00000000,8786.00000000,12015.00000000,9945.00000000,11779.00000000,-265.00000000,13547.00000000,11675.00000000,6389.00000000,9772.00000000,10475.00000000,11822.00000000,11665.00000000,20001.00000000
20005.00000000,506.00000000,12899.00000000,10712.00000000,14532.00000000,14123.00000000,12344.00000000,13333.00000000,10009.00000000,11254.00000000,14085.00000000,11085.00000000,8273.00000000,12971.00000000,9438.00000000,9534.00000000,11238.00000000,10370.00000000,9778.00000000,9060.00000000,12767.00000000,10388.00000000,12968.00000000,-251.00000000,14075.00000000,8597.00000000,6543.00000000,10694.00000000,11393.00000000,12817.00000000,12042.00000000,20000.00000000
13239.00000000,451.00000000,10070.00000000,8504.00000000,11110.00000000,10816.00000000,9999.00000000,10589.00000000,8439.00000000,8211.00000000,11395.00000000,9277.00000000,7347.00000000,10705.00000000,7884.00000000,8153.00000000,10792.00000000,8865.00000000,8439.00000000,7991.00000000,10761.00000000,9037.00000000,10432.00000000,-275.00000000,11895.00000000,7606.00000000,5955.00000000,8675.00000000,9035.00000000,10430.00000000,9826.00000000,16711.00000000
12121.00000000,291.00000000,9112.00000000,8012.00000000,10109.00000000,9865.00000000,10894.00000000,9618.00000000,8118.00000000,7927.00000000,10628.00000000,8786.00000000,7079.00000000,10118.00000000,7549.00000000,7795.00000000,8579.00000000,8380.00000000,8010.00000000,7613.00000000,10195.00000000,8584.00000000,9839.00000000,-313.00000000,11185.00000000,7425.00000000,5847.00000000,8378.00000000,8717.00000000,9795.00000000,9589.00000000,15188.00000000
17576.00000000,253.00000000,13121.00000000,11089.00000000,15335.00000000,14538.00000000,12413.00000000,12879.00000000,10716.00000000,10485.00000000,15598.00000000,11811.00000000,8998.00000000,13573.00000000,9658.00000000,9947.00000000,11080.00000000,10710.00000000,9990.00000000,9220.00000000,13195.00000000,10670.00000000,13013.00000000,-290.00000000,15849.00000000,9666.00000000,7337.00000000,10880.00000000,12349.00000000,13421.00000000,13244.00000000,20004.00000000
