1721300397.46,0,0,-9.2578432032e-08
1721300397.55,0,1,-9.8825317707e-08
1721300397.63,0,2,-8.6794265997e-08
1721300397.71,0,3,-8.6042348357e-08
1721300397.80,0,4,-8.8645244034e-08
1721300397.89,0,5,-8.5348268897e-08
1721300397.97,0,6,-8.378651728e-08
1721300398.05,0,7,-8.4191405847e-08
1721300398.13,0,8,-8.372866489e-08
1721300398.22,0,9,-8.1877736591e-08
1721300398.31,0,10,-8.2514020505e-08
1721300398.40,0,11,-8.1877765012e-08
1721300398.48,0,12,-8.3439488208e-08
1721300398.56,0,13,-8.3208121282e-08
1721300398.65,0,14,-8.5232620961e-08
1721300398.73,0,15,-1.3202645732e-07
1721300398.82,0,16,-1.2948142114e-07
1721300398.90,0,17,-9.5354842244e-08
1721300398.99,0,18,-3.8670030733e-08
1721300399.07,0,19,-7.082996234e-08
1721300399.16,0,20,-7.5804365451e-08
1721300399.25,0,21,-7.6961221396e-08
1721300399.33,0,22,-7.3201526618e-08
1721300399.42,0,23,-8.0894480448e-08
1721300399.50,0,24,-7.8580733032e-08
1721300399.59,0,25,-8.043172528e-08
1721300399.67,0,26,-7.9101383221e-08
1721300399.76,0,27,-7.8060217845e-08
1721300399.84,0,28,-7.4242635151e-08
1721300399.92,0,29,-7.1003519508e-08
1721300400.02,0,30,-7.2507418736e-08
1721300400.10,0,31,-7.019374948e-08
1721300400.23,1,0,-1.0113900117e-07
1721300400.31,1,1,-1.0322131061e-07
1721300400.40,1,2,-9.0553989196e-08
1721300400.48,1,3,-9.0149057996e-08
1721300400.56,1,4,-9.3735280871e-08
1721300400.65,1,5,-9.1479492426e-08
1721300400.73,1,6,-9.0206967229e-08
1721300400.82,1,7,-9.0033381639e-08
1721300400.90,1,8,-9.0033438482e-08
1721300401.00,1,9,-8.9628528599e-08
1721300401.08,1,10,-9.009126245e-08
1721300401.18,1,11,-7.5977901304e-08
1721300401.26,1,12,-9.1305963679e-08
1721300401.35,1,13,-9.0611791848e-08
1721300401.43,1,14,-9.3330363882e-08
1721300401.52,1,15,-1.3457145087e-07
1721300401.60,1,16,-1.2040030128e-07
1721300401.70,1,17,-9.234704379e-08
1721300401.78,1,18,-4.5668862469e-08
1721300401.87,1,19,-7.8696459127e-08
1721300401.95,1,20,-8.3323826061e-08
1721300402.03,1,21,-8.430708931e-08
1721300402.12,1,22,-8.0547408743e-08
1721300402.20,1,23,-8.8124643582e-08
1721300402.29,1,24,-8.7025625817e-08
1721300402.37,1,25,-8.7314859343e-08
