1731510983.30,0,0,-5.2509830084e-07
1731510983.38,0,1,-5.8151738358e-07
1731510983.47,0,2,-1.1768725727e-07
1731510983.55,0,3,-3.513726142e-06
1731510983.64,0,4,-8.4864359451e-07
1731510983.72,0,5,-1.0001377859e-06
1731510983.82,0,6,-5.168672601e-07
1731510983.90,0,7,-1.2424034139e-06
1731510983.98,0,8,-1.0743721077e-06
1731510984.07,0,9,-6.991855912e-07
1731510984.15,0,10,-7.0772250638e-07
1731510984.24,0,11,-1.0732670717e-06
1731510984.32,0,12,-5.5744914107e-07
1731510984.41,0,13,-8.6093535856e-07
1731510984.49,0,14,-2.3898869586e-06
1731510984.57,0,15,-6.1641585489e-06
1731510984.73,0,16,-2.6503411732e-07
1731510984.81,0,17,-4.581689268e-07
1731510984.89,0,18,-4.8482211241e-06
1731510984.99,0,19,-5.5594659898e-06
1731510985.07,0,20,-6.8163006972e-07
1731510985.16,0,21,-1.867737609e-07
1731510985.24,0,22,-8.1770372162e-07
1731510985.32,0,23,-6.349459909e-07
1731510985.41,0,24,-3.9076539338e-07
1731510985.50,0,25,-4.8831175263e-06
1731510985.58,0,26,-3.3109577657e-07
1731510985.66,0,27,-2.8568959465e-07
1731510985.76,0,28,-1.1908121422e-07
1731510985.84,0,29,-1.0395950767e-08
1731510985.92,0,30,-2.2122441123e-07
1731510986.01,0,31,-5.5016653278e-07
1731510986.14,1,0,-2.0958664493e-07
1731510986.23,1,1,-1.8950973413e-07
1731510986.31,1,2,-3.5742349525e-08
1731510986.40,1,3,-2.8819486033e-06
1731510986.49,1,4,-5.6148030581e-07
1731510986.57,1,5,-6.1642475657e-07
1731510986.66,1,6,-2.0357111907e-07
1731510986.74,1,7,-6.9324482865e-07
1731510986.83,1,8,-7.0846874678e-07
1731510986.92,1,9,-2.8767328786e-07
1731510987.00,1,10,-5.0247024319e-07
1731510987.09,1,11,-6.4226844643e-07
1731510987.18,1,12,-2.3335969956e-07
1731510987.26,1,13,-3.5276892163e-07
1731510987.34,1,14,-1.9426624931e-06
1731510987.44,1,15,-6.9842394623e-06
1731510987.52,1,16,-2.6214189575e-07
1731510987.60,1,17,-2.3538417793e-07
1731510987.70,1,18,-5.4505640037e-06
1731510987.78,1,19,-6.646345355e-06
1731510987.86,1,20,-3.841887235e-07
1731510987.95,1,21,-9.4637115922e-08
1731510988.04,1,22,-4.5299182716e-07
1731510988.12,1,23,-4.0582156657e-07
1731510988.21,1,24,-2.2338774386e-07
1731510988.29,1,25,-5.8634095694e-06
1731510988.38,1,26,-3.9741976252e-06
1731510988.46,1,27,-2.2615837736e-07
1731510988.55,1,28,-1.0091297042e-07
1731510988.64,1,29,-2.251786535e-09
1731510988.72,1,30,-8.0841765282e-08
1731510988.80,1,31,-3.7332571878e-07
1731510988.93,2,0,-1.5614641313e-07
1731510989.01,2,1,-2.4161386136e-07
1731510989.09,2,2,-2.2658459997e-08
1731510989.20,2,3,-2.5330562039e-06
1731510989.29,2,4,-4.6586154667e-07
1731510989.38,2,5,-4.3659917992e-07
1731510989.45,2,6,-1.2588343168e-07
1731510989.55,2,7,-4.8508792361e-07
1731510989.63,2,8,-5.2149408702e-07
1731510989.71,2,9,-1.5737253989e-07
1731510989.80,2,10,-2.797548575e-07
1731510989.89,2,11,-4.6940732545e-07
1731510989.97,2,12,-1.2706912855e-07
1731510990.05,2,13,-1.8693556569e-07
1731510990.14,2,14,-1.7926927285e-06
1731510990.23,2,15,-4.8984775276e-06
1731510990.31,2,16,-1.6820631288e-07
1731510990.40,2,17,-1.2245322978e-07
1731510990.48,2,18,-4.1788639464e-06
1731510990.58,2,19,-4.5045335355e-06
1731510990.66,2,20,-3.0496795489e-07
1731510990.75,2,21,-7.8065255593e-08
1731510990.83,2,22,-2.2658045395e-07
1731510990.92,2,23,-2.980618774e-07
1731510991.01,2,24,-1.5990025304e-07
1731510991.09,2,25,-3.7132342641e-06
1731510991.17,2,26,-6.7664961989e-07
1731510991.26,2,27,-1.6982016859e-07
1731510991.35,2,28,-4.8386588958e-08
1731510991.43,2,29,-1.1874944361e-09
1731510991.51,2,30,-6.2054695604e-08
1731510991.60,2,31,-2.94700925e-07
1731510991.71,3,0,-1.008203725e-07
1731510991.80,3,1,-1.2263841143e-07
1731510991.91,3,2,-1.2270022332e-08
1731510991.99,3,3,-1.7893208906e-06
1731510992.09,3,4,-3.4312623143e-07
1731510992.17,3,5,-3.2861973409e-07
1731510992.26,3,6,-7.9037093315e-08
1731510992.34,3,7,-3.6175745777e-07
1731510992.43,3,8,-3.8226247057e-07
1731510992.51,3,9,-9.7054844161e-08
1731510992.60,3,10,-2.007251112e-07
1731510992.69,3,11,-3.4229938706e-07
1731510992.77,3,12,-6.5114505787e-08
1731510992.86,3,13,-1.1200127403e-07
1731510992.95,3,14,-1.3081161114e-06
1731510993.03,3,15,-4.6305895012e-06
1731510993.13,3,16,-1.2816809658e-07
1731510993.21,3,17,-9.5128712019e-08
1731510993.29,3,18,-4.1644902922e-06
1731510993.38,3,19,-4.5752562983e-06
1731510993.47,3,20,-2.7323577001e-07
1731510993.55,3,21,-6.5461527754e-08
1731510993.64,3,22,-1.7635628069e-07
1731510993.72,3,23,-2.354359907e-07
1731510993.80,3,24,-7.1286251568e-08
1731510993.90,3,25,-4.0931699914e-06
1731510993.98,3,26,-2.4211078653e-06
1731510994.07,3,27,-1.7025973875e-07
1731510994.15,3,28,-2.8558341469e-08
1731510994.23,3,29,-6.3221511359e-10
1731510994.32,3,30,-6.7295069073e-08
1731510994.41,3,31,-2.4365525064e-07
1731510994.50,4,0,-9.9526039321e-07
